Admin,Year,Individual/Company,Industry,Nationality,US/0-US,Penalty,Sanctions Regime,Tag,Voluntary Disclosure?,Egregious Case?,# of violations,Violation Date(s),Announcement Date,Countries Involved,SDN Individual or Entity?,Subsidiary?,Successor Liability,Item(s) Exported/ Other Violations,Value of Items/ Transactions,Items Eligble for License?
Obama,2014,"Red Bull North America, Inc",Food,U.S.,U.S.,"$89,775"," Cuban Assets Control Regulations, 31. C.F.R. part 515 (the “CACR”)",CACR,NO,NO,7,"June 8, to June 18, 2009",6/27/2014,Cuba,NO,NO,NO,Travel,-,NO
Obama,2014,Network Hardware Resale LLC,ICT,U.S.,U.S.,"$64,758","Sudanese Sanctions Regulations, 31 C.F.R. part 538 (the “SSR”), and the Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 (the “ITSR”)","SSR, ITSR",YES,NO,18,"April 14, 2008, to January 6, 2011",6/25/2014,"Sudan, Cuba",NO,NO,NO,networking equipment and related accessories,-,NO
Obama,2014,Fokker Services B.V.,Aerospace,Netherlands,Foreign,"$50,922,208"," Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 (the ""ITSR""), Sudanese Sanctions Regulations, 31 C.F.R. part 538 (the ""SSR""),","SSR, ITSR",YES,YES,"1,153","November 16, 2005, to September 1, 2010",6/5/2014,"Netherlands, Iran, Sudan, ",NO,NO,NO, aircraft spare parts,-,NO
Obama,2014,"American International Group, Inc.",Financial,U.S.,U.S.,"$279,038","Cuban Assets Control Regulations, 31 C.F.R. part 515",CACR,YES,NO,"3,560","January 1, 2006, to March 29, 2009",5/8/2014,"Cuba, Canada",NO,YES,NO,Insurance policies and claims payments,337973,NO
Obama,2014,"Decolar.com, Inc.",Travel,U.S.,U.S.,"$2,809,800"," Cuban Assets Control Regulations. 31 C.F.R. part 515 (the ""CACR"").",CACR,YES,NO,"17,836"," March 2, 2009, to March 31, 2012",5/6/2014,"Cuba, Argentina",NO,YES,NO,flight and hotel reservations,-,NO
Obama,2014,Individual,Medical Devices,U.S.,U.S.,"$29,340","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 (the ""iTSR"")",ITSR,NO,NO,19,"May 21, 2007, to November 12, 2009",5/6/2014,Iran,NO,NO,NO,medical goods,49341,YES
Obama,2014,CWT B.V.,Travel,Netherlands,Foreign,"$5,990,490","Cuban Assets Control Regulations (the “CACR”), 31 C.F.R. part 515",CACR,YES,NO,"44,430","August 8, 2006, to November 28, 2012",4/18/2014,Cuba,NO,NO,NO,Travel services,-,NO
Obama,2014,Sea Tel Inc.,Maritime,U.S.,U.S.,"$85,113", Iranian Transactions and Sanctions Regulations,ITSR,YES,NO,16,"November 20, 2007, to February 26, 2009",4/2/2014,"South Korea, Iran",NO,NO,NO, marine antenna systems,378281,NO
Obama,2014,GAC Bunker Fuels (USA) LLC,Petrochemical,U.S.,U.S.,"$157,500","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 (the “ITSR”)",ITSR,NO,NO,1,39753,3/31/2014,"Iran, Brazil",NO,NO,NO,fuel for an Iranian vessel,513141,NO
Obama,2014,"Ubiquiti Networks, Inc.",ICT,U.S.,U.S.,"$504,225", Iranian Transactions and Sanctions Regulations (the “ITSR”),ITSR,NO,NO,13+," March 24, 2008, to February 2010",3/6/2014,"Iran, UAE, Greece",NO,NO,NO,goods for broadband wireless connectivity,-,NO
Obama,2014,Joint-Stock Commercial Bank “Bank of Moscow”,Financial,Russia,Foreign,"$9,492,525","Executive Order 13382 of June 28, 2005 (“E.O. 13382”), and the Weapons of Mass Destruction Proliferators Sanctions Regulations, 31 C.F.R. part 544","EO13382, WMDPSR, ",NO,NO,69,"January 9, 2008, to July 13, 2009",1/27/2014,"Russia, Iran", Bank Melli Iran ZAO,NO,NO,Financial transactions,41306113,NO
Obama,2014,"Clearstream Banking, S.A.",Financial,Luxembourg,Foreign,"$151,902,000","Iranian Transactions and Sanctions Regulations (“ITSR”), 31 C.F.R. part 560.",ITSR,NO,YES,26, December 2007 to June 2008,1/23/2014,"Iran, Luxembourg",NO,NO,NO,custody and related services,2813000000,NO
Obama,2013,Alma Investment LLC,Financial,UAE,Foreign,"$1,500,000"," Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 ",ITSR,NO,YES,6,"September 30, 2009, to February 9, 2010",10/21/2013,"Iran, UAE",NO,NO,NO,Electronic funds transactions,103283,NO
Obama,2013,Alma Investment LLC,Financial,UAE,Foreign,"$1,500,000"," Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 ",ITSR,NO,YES,6,"September 30, 2009, to February 9, 2010",10/21/2013,"Iran, UAE",NO,NO,NO,Electronic funds transactions,103283,NO
Obama,2013,Alma Investment LLC,Financial,UAE,Foreign,"$1,500,000"," Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 ",ITSR,NO,YES,6,"September 30, 2009, to February 9, 2010",10/21/2013,"Iran, UAE",NO,NO,NO,Electronic funds transactions,103283,NO
Obama,2013,Alma Investment LLC,Financial,UAE,Foreign,"$1,500,000"," Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 ",ITSR,NO,YES,6,"September 30, 2009, to February 9, 2010",10/21/2013,"Iran, UAE",NO,NO,NO,Electronic funds transactions,103283,NO
Obama,2013,"Dal-Tech Devices, Inc.",Distribution,U.S.,U.S.,"$10,000",Iranian Transactions Regulations,ITR,NO,YES,1,Not listed ,1/18/2013,Iran,No,NO,YES,"Export of radio frequency
measurement devices",3226,No
Obama,2013,"Dal-Tech Devices, Inc.",Distribution,U.S.,U.S.,"$10,000",Iranian Transactions Regulations,ITR,NO,YES,1,Not listed ,1/18/2013,Iran,No,NO,YES,"Export of radio frequency
measurement devices",3226,No
Obama,2013,"Dal-Tech Devices, Inc.",Distribution,U.S.,U.S.,"$10,000",Iranian Transactions Regulations,ITR,NO,YES,1,Not listed ,1/18/2013,Iran,No,NO,YES,"Export of radio frequency
measurement devices",3226,No
Obama,2013,"Dal-Tech Devices, Inc.",Distribution,U.S.,U.S.,"$10,000",Iranian Transactions Regulations,ITR,NO,YES,1,Not listed ,1/18/2013,Iran,No,NO,YES,"Export of radio frequency
measurement devices",3226,No
Obama,2013,Tung Tai Group,Industrial,U.S.,U.S.,"$43,875","Cuban Assets Control Regulations, 31 C.F.R. part 515 (the “CACR”)",CACR,NO,NO,1,40398,2/22/2013,Cuba,No,NO,No,Scrap metal,,
Obama,2013,Tung Tai Group,Industrial,U.S.,U.S.,"$43,875","Cuban Assets Control Regulations, 31 C.F.R. part 515 (the “CACR”)",CACR,NO,NO,1,40398,2/22/2013,Cuba,No,NO,No,Scrap metal,,
Obama,2013,Tung Tai Group,Industrial,U.S.,U.S.,"$43,875","Cuban Assets Control Regulations, 31 C.F.R. part 515 (the “CACR”)",CACR,NO,NO,1,40398,2/22/2013,Cuba,No,NO,No,Scrap metal,,
Obama,2013,Tung Tai Group,Industrial,U.S.,U.S.,"$43,875","Cuban Assets Control Regulations, 31 C.F.R. part 515 (the “CACR”)",CACR,NO,NO,1,40398,2/22/2013,Cuba,No,NO,No,Scrap metal,,
Obama,2013,Compass Bank,Financial,U.S.,U.S.,"$19,125"," §§ 538.205 and 538.206 of the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538",SSR,NO,NO,1,40584,12/3/2013,"UK, Sudan",NO,NO,NO,wire transfer,14898,NO
Obama,2013,Compass Bank,Financial,U.S.,U.S.,"$19,125"," §§ 538.205 and 538.206 of the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538",SSR,NO,NO,1,40584,12/3/2013,"UK, Sudan",NO,NO,NO,wire transfer,14898,NO
Obama,2013,Compass Bank,Financial,U.S.,U.S.,"$19,125"," §§ 538.205 and 538.206 of the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538",SSR,NO,NO,1,40584,12/3/2013,"UK, Sudan",NO,NO,NO,wire transfer,14898,NO
Obama,2013,Compass Bank,Financial,U.S.,U.S.,"$19,125"," §§ 538.205 and 538.206 of the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538",SSR,NO,NO,1,40584,12/3/2013,"UK, Sudan",NO,NO,NO,wire transfer,14898,NO
Obama,2013,Bank of Guam,Financial,U.S.,U.S.,"$27,000",Iranian Transactions Regulations,ITR,NO,NO,2,"May 18, 2010; June 4, 2010",2/22/2013,Iran,No,No,No,Wire transfer ,2265,No
Obama,2013,Bank of Guam,Financial,U.S.,U.S.,"$27,000",Iranian Transactions Regulations,ITR,NO,NO,2,"May 18, 2010; June 4, 2010",2/22/2013,Iran,No,No,No,Wire transfer ,2265,No
Obama,2013,Bank of Guam,Financial,U.S.,U.S.,"$27,000",Iranian Transactions Regulations,ITR,NO,NO,2,"May 18, 2010; June 4, 2010",2/22/2013,Iran,No,No,No,Wire transfer ,2265,No
Obama,2013,Bank of Guam,Financial,U.S.,U.S.,"$27,000",Iranian Transactions Regulations,ITR,NO,NO,2,"May 18, 2010; June 4, 2010",2/22/2013,Iran,No,No,No,Wire transfer ,2265,No
Obama,2013,"HSBC Bank USA, N.A.",Financial,U.S.,U.S.,"$32,400","Global Terrorism Sanctions Regulations, 31 C.F.R. part 594",GTSR,YES,NO,3,"December 23, 2010, to December 30, 2010, and January 7, 2011, to April 7, 2011 ",12/17/2013,Gambia,Husayn Tajideen,NO,NO,Financial transactions,40166,NO
Obama,2013,Royal Bank of Scotland plc,Financial,United Kingdom,Foreign,"$33,122,307","the Cuban Assets Control Regulations (“CACR”), 31 C.F.R. part 515; the Burmese Sanctions Regulations (“BSR”), 31 C.F.R. part 537, Executive Order 13448 of October 18, 2007 (“E.O. 13448”), and/or the Tom Lantos Block Burmese JADE (Junta’s Anti-Democratic Efforts) Act of 2008 (Pub. L. 110-286) (“JADE Act”); the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538; and the Iranian Transactions Regulations (“ITR”), 31 C.F.R. part 560. ","CACR, Burma, EO13448, JADE, SSR, ITSR",YES,YES,434,July 2005 to November 2009,12/11/2013,"Cuba, Burma, Sudan, Iran, UK",NO,NO,NO,wire transfers,33930877,NO
Obama,2013,Weatherford International Ltd.,Petrochemical,U.S.,U.S.,"$91,026,450","Cuban Assets Control Regulations (“CACR”), 31 C.F.R. part 515; the Iranian Transactions and Sanctions Regulations (“ITSR”),1 31 C.F.R. part 560; and the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538,","CACR, ITSR, CACR",NO,YES,586,2003 to 2008,11/26/2013,"UK, Iran, Cuba, Sudan",NO,YES,YES,"Oil field equipment, technology transfers, transactions",92565694,NO
Obama,2013,KMT Group AB,Petrochemical,Sweden,Foreign,"$125,000","Iranian Transactions and Sanctions Regulations (the “ITSR”).
",ITSR,NO,NO,9,"February 24, 2009, and March 6, 2009",10/25/2013,"Germany, Sweden, Iran",NO,YES,NO,high pressure water jet pumps,-,NO
Obama,2013,Ameron International Corporation,Machinery,U.S.,U.S.,"$434,700"," Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 (the “ITSR”), and the Cuban Assets Control Regulations, 31 C.F.R. part 515 (the “CACR”)","ITSR, CACR",NO,NO,7,"March 14, 2005, to October 5, 2006.",10/24/2013,"Netherlands, Singapore, Iran, Cuba, Colombia",NO,YES,NO,Business transactions,,NO
Obama,2013,Finans Kiymetli Madenler Turizm Otomotiv Gida Tekstil San. Ve Tic,Financial,Turkey,Foreign,"$750,000","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560",ITSR,NO,YES,3,"February 21, 2012, to May 29, 2012",9/26/2013,"Iran, Turkey",NO,NO,NO,Electronic funds transactions,257808,NO
Obama,2013,World Fuel Services Corporation,Petrochemical,U.S.,U.S.,"$39,501","Iranian Transactions Regulations (“ITR”),1 the Sudanese Sanctions Regulations (“SSR”), and the Cuban Assets Control Regulations (“CACR”)","ITSR, SSR, CACR",YES,NO,32,"June 23, 2008, January 29, 2009, and from March 18, 2007 to April 13, 2009 ",9/9/2013,"Iran, Sudan, Cuba",NO,YES,NO,"Fuel, services, flights",79219,NO
Obama,2013,Communications and Power Industries LLC,Medical Devices,U.S.,U.S.,"$346,530","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560",ITSR,YES,NO,35," March 31, 2006, to October 22, 2010",9/6/2013,"Iran, Switzerland, Canada",NO,YES,NO, x-ray generators and a medical digital imaging workstation,-,YES
Obama,2013,Deutsche Bank Trust Company Americas,Financial,U.S.,U.S.,"$18,900","Executive Order 13382 of June 28, 2005, “Blocking Property of Weapons of Mass Destruction Proliferators and Their Supporters” ","EO13382, WMDPSR, ",NO,NO,2,"March 11, 2009, and October 24, 2008 ",9/5/2013,"Germany, Nigeria, Iran", Export Development Bank of Iran,NO,NO,Financial transactions,13177,NO
Obama,2013,Deutsche Bank Trust Company Americas,Financial,U.S.,U.S.,"$18,900","Executive Order 13382 of June 28, 2005, “Blocking Property of Weapons of Mass Destruction Proliferators and Their Supporters” ","EO13382, WMDPSR, ",NO,NO,2,"March 11, 2009, and October 24, 2008 ",9/5/2013,"Germany, Nigeria, Iran", Export Development Bank of Iran,NO,NO,Financial transactions,13177,NO
Obama,2013,"American Express Travel Related Services Company, Inc.",Financial,U.S.,U.S.,"$5,226,120"," Cuban Assets Control Regulations, 31
C.F.R. part 515",CACR,YES,NO,"14,487","December 15, 2005, to November 1, 2011",7/22/2013,Cuba,NO,YES,NO,Property dealings and travel,-,NO
Obama,2013,"Stanley Drilling Equipment & Supply, Inc.",Petrochemical,U.S.,U.S.,"$84,240"," Iranian Transactions Regulations, 31 C.F.R. part 560",ITSR,NO,NO,6," June 16, 2008, to October 17, 2008",7/19/2013,"Iran, UAE",NO,NO,NO,Export of goods,93329,NO
Obama,2013,Intesa Sanpaolo S.p.A.,Financial,Italy,Foreign,"$2,949,030","Cuban Assets Control Regulations (“CACR”), 31 C.F.R. part 515; the Sudanese Sanctions Regulations (“SSR”)",CACR,NO,NO,151,"October 29, 2004,
to March 12, 2008",6/28/2013,"Sudan, Iran",NO,NO,NO,financial transactions,7643956,NO
Obama,2013,"Wells Fargo Bank, N.A.",Financial,U.S.,U.S.,"$23,937","Foreign Narcotics Kingpin Sanctions Regulations, 31 C.F.R. part 598",FNKSR,YES,NO,804,"December 12, 2007, to May 6, 2010 ",6/27/2013,-,"Aguirre Sanchez, Carlos Antonio Ruelas Topete",NO,NO,financial transactions,75992,NO
Obama,2013,"ATP Tour, Inc.",Sports,U.S.,U.S.,"$48,600",Iranian Transactions Regulations,ITSR,NO,NO,18,"May 8, 2007, to July 15, 2010",6/12/2013,Iran,NO,NO,NO,Salary payments,-,NO
Obama,2013,"The American Steamship Owners Mutual Protection and Indemnity Association, Inc. ",Nonprofit,U.S.,U.S.,"$348,000"," Cuban Assets Control Regulations (“CACR”), 31 C.F.R. part 515; the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538; and the Iranian Transactions Regulations (“ITR”), 31 C.F.R. part 560","CACR, SSR, ITR",NO,NO,55,"November 15, 2003, to March 13, 2007 ",5/9/2013,"Cuba, Iran",NO,NO,NO,Insurance claims and payments,1214811,NO
Obama,2013,Toyota Motor Credit Corporation,Automotive,Japan,Foreign,"$23,400"," Foreign Narcotics Kingpin Sanctions Regulations, 31 C.F.R. part 598",FNKSR,NO,NO,26,"Between April 6, 2008, and June 30, 2010",4/25/2013,,Claudia Aguirre Sanchez,NO,NO,Loans,14449,
Obama,2013,SAN Corporation,Health,U.S.,U.S.,"$22,500","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560",ITSR,NO,NO,1,39355,4/12/2013,"Iran, Kuwait",NO,NO,NO,Nutritional suplements,-,YES
Obama,2013,SAN Corporation,Health,U.S.,U.S.,"$22,500","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560",ITSR,NO,NO,1,39355,4/12/2013,"Iran, Kuwait",NO,NO,NO,Nutritional suplements,-,YES
Obama,2013,SAN Corporation,Health,U.S.,U.S.,"$22,500","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560",ITSR,NO,NO,1,39355,4/12/2013,"Iran, Kuwait",NO,NO,NO,Nutritional suplements,-,YES
Obama,2013,SAN Corporation,Health,U.S.,U.S.,"$22,500","Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560",ITSR,NO,NO,1,39355,4/12/2013,"Iran, Kuwait",NO,NO,NO,Nutritional suplements,-,YES
Obama,2013,Maritech Commercial Inc.,Maritime,U.S.,U.S.,"$20,800",Weapons of Mass Destruction Proliferators Sanctions Regulations,WMDPSR,NO,NO,5,"Between on or about April 20, 2009, and on or about June 14, 2010",3/21/2013,Iran,YES ,NO,No,Fuel inspection services ,9868,No
Obama,2013,"EGL, Inc.",Logistics,U.S.,U.S.,"$139,650",Cuban Assets Control Regulations and the Iranian Transactions and Sanctions Regulations,"CACR, ITSR",YES,NO,290,"Violations of the CACR occurred
from on or about April 19, 2005, to on or about December 15, 2008; Violations of the ITR occurred from on or
about August 15, 2008, to on or about October 27, 2008",3/5/2013,"Cuba, Iran",No,NO,No,Freight forwarding services ,Not listed,No
Obama,2013,"American Optisurgical, Inc",Medical Devices,U.S.,U.S.,"$404,100","Iranian Transactions and Sanctions Regulations and the Reporting, Procedures and Penalties Regulations","ITSR, RPPR",NO,NO,36,"On or about May 17, 2005,
to on or about April 15, 2010; July
30, 2009, and December 10, 2009",2/21/2013,Iran ,No,NO,No,Medical goods and services ,202765,YES
Obama,2013,Offshore Marine Laboratories,Maritime,U.S.,U.S.,"$97,695",Iranian Transactions Regulations and Executive Order 13382,"ITR, E.O. 13822",NO,NO,8,"Between July 11, 2007, and July 17, 2008",2/1/2013,Iran ,No,NO,No,"Shipments of spare parts and supplies
intended for supply to an offshore oil drilling rig located in Iranian waters",No listed ,No
Obama,2013,"Ellman International, Inc.",Medical Devices,U.S.,U.S.,"$191,700",Iranian Transactions Regulations,ITR,NO,NO,2,Early 2005 to and ending in February 2008,1/2/2013,Iran,No,NO,YES,Exported medical equipment; engaged in the services of a physician,317211,YES
Obama,2012,Brasseler USA,Medical Devices,U.S.,U.S.,"$18,900",Iranian Transactions Regulations 31 C.F.R. part 560,ITR,No,No ,3,2006 - 2009 ,10/19/2012,Iran,No,NO,No,Medical supplies ,5241,No
Obama,2012,Brasseler USA,Medical Devices,U.S.,U.S.,"$18,900",Iranian Transactions Regulations 31 C.F.R. part 560,ITR,No,No ,3,2006 - 2009 ,10/19/2012,Iran,No,NO,No,Medical supplies ,5241,No
Obama,2012,Bank of Tokyo-Mitsubishi UFJ,Financial,Japan,Foreign,"$8,571,634","the Burmese Sanctions Regulations (“BSR”), 31 C.F.R part 537; the
Iranian Transactions Regulations (“ITR”), 31 C.F.R. part 560; Executive Order 13382, Blocking
Property of Weapons of Mass Destruction Proliferators and Their Supporters (“E.O. 13382”);
the Sudanese Sanctions Regulations (“SSR”), 31 C.F.R. part 538; and the Cuban Assets Control
Regulations (“CACR”), 31 C.F.R. part 515","BSR, ITR, E.O. 13382, SSR, CACR",YES,YES,At least 97,"April 3, 2006 - March 16, 2007",12/12/2012,"Japan, Sudan, Cuba, Iran, Burma",No,NO,No,Financial transactions ,5898943,No
Obama,2012,HSBC Holdings plc,Financial,UK,Foreign,"$375,000,000"," the Cuban Assets Control Regulations (“CACR”), 31 C.F.R.
part 515; the Burmese Sanctions Regulations (“BSR”), 31 C.F.R. part 537; the Sudanese Sanctions
Regulations (“SSR”), 31 C.F.R. part 538; the now-repealed Libyan Sanctions Regulations
(“LSR”), 31 C.F.R. part 550; and the Iranian Transactions Regulations (“ITR”), 31 C.F.R. part
560","CACR, BSR, SSR, LSR, ITR",No,YES,"2,335","March 2004 - June 15, 2010 ",12/11/2012,"Iran, Cuba, Libya, Sudan, Burma",No,YES,No,Wire transfers ,430078225,No
Obama,2012,Standard Chartered Bank,Financial,UK,Foreign,"$132,000,000","the Burmese Sanctions Regulations (“BSR”), 31 C.F.R. part
537; the Iranian Transactions Regulations (“ITR”), 31 C.F.R. part 560; the now-repealed Libyan
Sanctions Regulations (“LSR”), 31 C.F.R. part 550; the Sudanese Sanctions Regulations
(“SSR”), 31 C.F.R. part 538; and the Foreign Narcotics Kingpin Sanctions Regulations
(“FNKSR”), 31 C.F.R. part 598","BSR, ITR, LSR, SSR, FNKSR",YES,"YES, except for the violations of the FNKSR",919,"January 4, 2001 - April 5, 2011",12/10/2012,"Burma, Libya, Iran, Sudan",No,NO,No,Wire transfers ,133320297,No 
Obama,2012,"Sodga Limited, Inc. ",Food,U.S.,U.S.,"$128,250",Iranian Transactions Regulations ,ITR,No,No ,7,"March 25, 2009 - August 26, 2010",11/15/2012,Iran ,No,NO,No,Transshipment of goods ,Not listed ,No
Obama,2012,"Natoli Engineering Company, Inc.",Industrial,U.S.,U.S.,"$59,920",Foreign Narcotics Kingpin Sanctions Regulations,FNKSR,No,No ,Not listed,November 2008 - January 2010,11/15/2012,Mexico ,YES,NO,No,"""Various products""",Not listed ,No
Obama,2012,"Grand Resources USA, Inc.",Industrial,U.S.,U.S.,"$402,000","Iranian Transactions Regulations, 31 C.F.R. part 560, and the Weapons of Mass
Destruction Proliferators Sanctions Regulations (“WMDPSR”), 31 C.F.R. part 544","ITR, WMDPSR",No,YES / NO,1 in 2005 and several in 2009,2005 and 2009,8/22/2012,Iran ,No,NO,No, graphitized petroleum coke and property sales,Not listed,No
Obama,2012,Great Western Malting Co,Agricultural,U.S.,U.S.,"$1,347,750",Cuban Assets Control Regulations,CACR,No,No,"""Various back-office sales""",August 2006 - March 2009,7/10/2012,Cuba,YES,NO,No,Barley Malt,Not listed,
Obama,2012,"Sandhill Scientific, Inc.",Medical Devices,U.S.,U.S.,"$126,000"," Iranian Transactions Regulations, 31 C.F.R. part 560 ",ITR,No,YES,1,39206,4/25/2012,Iran ,No,NO,No,Medical equipment ,6700,No
Obama,2012,National Bank of Abu Dhabi,Financial,UAE,Foreign,"$855,000","Sudanese Sanctions Regulations, 31 C.F.R. part 538",SSR,No,No,45,"November 11, 2004 - December 27, 2005 ",6/12/2012,Sudan ,No,NO,No,Electronic funds transfers ,4389235.42,No
Obama,2012,ING Bank N.V,Financial,Netherlands,Foreign,"$619,000,000","the Cuban Assets Control Regulations (“CACR”), 31 C.F.R. part 515; the Burmese
Sanctions Regulations (“BSR”), 31 C.F.R. part 537; the Sudanese Sanctions Regulations
(“SSR”), 31 C.F.R. part 538; the now-repealed Libyan Sanctions Regulations (“LSR”), 31 C.F.R.
part 550; and the Iranian Transactions Regulations (“ITR”), 31 C.F.R. part 560","CACR, BSR, SSR, LSR, ITR",YES,YES,"20,542","October 22, 2002 - September 6, 2007",6/12/2012,"Sudan, Burma, Cuba, Iran, Libya, Netherlands, Belgium, France, Curacao",No,NO,No,Wire transfers and trade finance transactions ,1673488542,No
Obama,2012,ING Bank N.V,Financial,Netherlands,Foreign,"$619,000,000","the Cuban Assets Control Regulations (“CACR”), 31 C.F.R. part 515; the Burmese
Sanctions Regulations (“BSR”), 31 C.F.R. part 537; the Sudanese Sanctions Regulations
(“SSR”), 31 C.F.R. part 538; the now-repealed Libyan Sanctions Regulations (“LSR”), 31 C.F.R.
part 550; and the Iranian Transactions Regulations (“ITR”), 31 C.F.R. part 560","CACR, BSR, SSR, LSR, ITR",YES,YES,"20,542","October 22, 2002 - September 6, 2007",6/12/2012,"Sudan, Burma, Cuba, Iran, Libya, Netherlands, Belgium, France, Curacao",No,NO,No,Wire transfers and trade finance transactions ,1673488542,No
Obama,2012,"Genesis Asset Managers, LLP",Financial,U.S.,U.S.,"$112,500"," Iranian Transactions Regulations (“ITR”),
31 C.F.R. part 560 ",ITR,YES,No ,1,39295,5/21/2012,Iran ,No,NO,No,Bought shares in the First Persian Equity Fund (FPEF) which invests exclusively in Iranian securities ,3000000,No 
Obama,2012,"Genesis Asset Managers, LLP",Financial,U.S.,U.S.,"$112,500"," Iranian Transactions Regulations (“ITR”),
31 C.F.R. part 560 ",ITR,YES,No ,1,39295,5/21/2012,Iran ,No,NO,No,Bought shares in the First Persian Equity Fund (FPEF) which invests exclusively in Iranian securities ,3000000,No 
Obama,2012,Essie Cosmetics Ltd.,Cosmetics,U.S.,U.S.,"$450,000",Iranian Transactions Regulations (the “ITR”),ITR,NO,YES,1,"September 17, 2009, December 8, 2009, February 23, 2010",4/10/2012,Iran,No,NO,No,Unlicensed exports of nail care products,Not listed,No
Obama,2012,"Online Micro, LLC",ICT,U.S.,U.S.,"$1,054,388","Iranian Transactions Regulations, 31 C.F.R. part 560 (the “ITR”),",ITR,NO,YES,1,2009-2010,2/24/2012,"Dubai, Iran, United Arab Emirates",No,NO,No,Unlicensed exports of computer related goods,Not listed,No
Obama,2012,"Richland Trace Homeowners Association, Inc.",Financial,U.S.,U.S.,"$9,000","Former Liberian Regime of Charles Taylor Sanctions Regulations, 31 C.F.R. part 593 (the ""Regulations"")",FLRCTSR,NO,NO,1,39847,2/21/2012,Liberia,No,NO,No,Reimbursing itself for past assessments and late fees,9500,No
Obama,2012,"Teledyne Technologies, Inc.",Industrial,U.S.,U.S.,"$30,385","Sudanese Sanctions Regulations, 31 C.F.R. part 538,",SSR,YES,NO,2,"March 9, 2007 and November 30, 2007",2/7/2012,Sudan,No,YES,No,Exported Acoustic Doppler Current Profilers (“ADCP”) to Sudan,122766,No
Obama,2011,Metropolitan Life Insurance Company,Insurance,U.S.,U.S.,"$22,500","Cuban Assets Control Regulations, 31 C.F.R. part 515",CACR,NO,NO,1,38869,4/7/2011,"USA, Cuba",NO,NO,NO,death benefit insurance payment,30162,NO
Obama,2011,Metropolitan Life Insurance Company,Insurance,U.S.,U.S.,"$22,500","Cuban Assets Control Regulations, 31 C.F.R. part 515",CACR,NO,NO,1,38869,4/7/2011,"USA, Cuba",NO,NO,NO,death benefit insurance payment,30162,NO
Obama,2011,Metropolitan Life Insurance Company,Insurance,U.S.,U.S.,"$22,500","Cuban Assets Control Regulations, 31 C.F.R. part 515",CACR,NO,NO,1,38869,4/7/2011,"USA, Cuba",NO,NO,NO,death benefit insurance payment,30162,NO
Obama,2011,Metropolitan Life Insurance Company,Insurance,U.S.,U.S.,"$22,500","Cuban Assets Control Regulations, 31 C.F.R. part 515",CACR,NO,NO,1,38869,4/7/2011,"USA, Cuba",NO,NO,NO,death benefit insurance payment,30162,NO
Obama,2011,"Individual from Houston, TX",Medical Devices,U.S.,U.S.,"$112,500","Sudanese Sanctions Regulations, 31 C.F.R. part 538",SSR,NO,NO,1,38635,4/26/2011,"USA, Sudan",NO,NO,NO,jute bags,-,NO
Obama,2011,"Individual from Houston, TX",Medical Devices,U.S.,U.S.,"$112,500","Sudanese Sanctions Regulations, 31 C.F.R. part 538",SSR,NO,NO,1,38635,4/26/2011,"USA, Sudan",NO,NO,NO,jute bags,-,NO
Obama,2011,Lanier Marine Liquidators ,Maritime,U.S.,U.S.,"$13,500","Sudanese Sanctions Regulations, 31 C.F.R. part 538",SSR,NO,NO,1,March 2005-March 2006,12/20/2011,"USA, Sudan",NO,NO,NO,a boat and boat parts,30460,NO
Obama,2011,"Commerzbank, AG, New York Branch",Financial,U.S.,U.S.,"$175,500","Cuban Assets Control Regulations, 31 C.F.R. part 515",CACR,NO,NO,1,"September 7, 2005 through about September 30th, 2005 ",11/29/2011,"USA, Cuba",YES,NO,NO,trade documents,884157,NO
Obama,2011,Wilson Tool International,Industrial,U.S.,U.S.,"$15,000","Iranian Transactions Regulations, 31 C.F.R. part 560",ITR,NO,NO,1,,11/8/2011,"USA, Iran",NO,NO,NO,punch press tooling equipment/no OFAC license,10304.33,NO
